Algorithm,Text Length,Pattern Length,Time (s),Memory (KB)
Suffix Tree,24250,10,1.113414764404297e-05,0.4453125
FM Index,24250,10,5.037784576416016e-05,0.525390625
Suffix Array,24300,10,0.09827096462249756,291745.24609375
Suffix Tree,24300,10,1.0752677917480467e-05,0.4453125
FM Index,24300,10,4.971027374267578e-05,0.525390625
Suffix Array,24350,10,0.0978928804397583,292977.197265625
Suffix Tree,24350,10,2.968311309814453e-05,0.4453125
FM Index,24350,10,7.202625274658204e-05,0.525390625
Suffix Array,24400,10,0.12757627964019774,294189.5859375
Suffix Tree,24400,10,1.208782196044922e-05,0.4453125
FM Index,24400,10,5.612373352050781e-05,0.525390625
Suffix Array,24450,10,0.10212574005126954,295429.099609375
Suffix Tree,24450,10,0.0001049041748046875,0.3984375
FM Index,24450,10,5.4836273193359375e-05,0.525390625
Suffix Array,24500,10,0.10245697498321533,296573.4013671875
Suffix Tree,24500,10,1.0609626770019531e-05,0.4453125
FM Index,24500,10,5.5694580078125005e-05,0.525390625
Suffix Array,24550,10,0.10225942134857177,297777.123046875
Suffix Tree,24550,10,1.1682510375976562e-05,0.4453125
FM Index,24550,10,6.279945373535156e-05,0.525390625
Suffix Array,24600,10,0.10069084167480469,298984.7216796875
Suffix Tree,24600,10,1.113414764404297e-05,0.3984375
FM Index,24600,10,5.2928924560546875e-05,0.525390625
Suffix Array,24650,10,0.1046492576599121,300195.396484375
Suffix Tree,24650,10,1.0371208190917969e-05,0.4453125
FM Index,24650,10,5.7530403137207034e-05,0.525390625
Suffix Array,24700,10,0.12314035892486572,301407.62109375
Suffix Tree,24700,10,2.0122528076171876e-05,0.4453125
FM Index,24700,10,7.214546203613282e-05,0.525390625
Suffix Array,24750,10,0.11523072719573975,302618.486328125
Suffix Tree,24750,10,1.2111663818359374e-05,0.4453125
FM Index,24750,10,6.012916564941406e-05,0.525390625
Suffix Array,24800,10,0.10235483646392822,303834.9853515625
Suffix Tree,24800,10,1.0728836059570312e-05,0.4453125
FM Index,24800,10,5.519390106201172e-05,0.525390625
Suffix Array,24850,10,0.10296618938446045,305056.0869140625
Suffix Tree,24850,10,1.1372566223144532e-05,0.4453125
FM Index,24850,10,5.22613525390625e-05,0.525390625
Suffix Array,24900,10,0.10066397190093994,306272.8896484375
Suffix Tree,24900,10,1.1515617370605468e-05,0.4453125
FM Index,24900,10,5.4383277893066405e-05,0.525390625
Suffix Array,24950,10,0.1015183687210083,307555.484375
Suffix Tree,24950,10,1.2159347534179688e-05,0.4453125
FM Index,24950,10,5.228519439697266e-05,0.525390625
Suffix Array,25000,10,0.10476448535919189,308724.1455078125
Suffix Tree,25000,10,1.983642578125e-05,0.4453125
FM Index,25000,10,7.739067077636719e-05,0.525390625
Suffix Array,25050,10,0.13226349353790284,309954.060546875
Suffix Tree,25050,10,1.1181831359863283e-05,0.4453125
FM Index,25050,10,5.559921264648437e-05,0.525390625
